t,Executor_Main,dual_giver_phase,dual_giver_speed,dual_giver_tracking_error
22.600,Completed,6,0.0000000,0.0000000
22.620,Completed,6,0.0000000,0.0000000
22.640,Completed,6,0.0000000,0.0000000
22.660,Completed,6,0.0000000,0.0000000
22.680,Completed,6,0.0000000,0.0000000
22.700,Completed,6,0.0000000,0.0000000
22.720,Completed,6,0.0000000,0.0000000
22.740,Completed,6,0.0000000,0.0000000
22.760,Completed,6,0.0000000,0.0000000
22.780,Completed,6,0.0000000,0.0000000
22.800,Completed,6,0.0000000,0.0000000
22.820,Completed,6,0.0000000,0.0000000
22.840,Completed,6,0.0000000,0.0000000
22.860,Completed,6,0.0000000,0.0000000
22.880,Completed,6,0.0000000,0.0000000
22.900,Completed,6,0.0000000,0.0000000
22.920,Completed,6,0.0000000,0.0000000
22.940,Completed,6,0.0000000,0.0000000
22.960,Completed,6,0.0000000,0.0000000
22.980,Completed,6,0.0000000,0.0000000
23.000,Completed,6,0.0000000,0.0000000
23.020,Completed,6,0.0000000,0.0000000
23.040,Completed,6,0.0000000,0.0000000
23.060,Completed,6,0.0000000,0.0000000
23.080,Completed,6,0.0000000,0.0000000
23.100,Completed,6,0.0000000,0.0000000
23.120,Completed,6,0.0000000,0.0000000
23.140,Completed,6,0.0000000,0.0000000
23.160,Completed,6,0.0000000,0.0000000
23.180,Completed,6,0.0000000,0.0000000
23.200,Completed,6,0.0000000,0.0000000
23.220,Completed,6,0.0000000,0.0000000
23.240,Completed,6,0.0000000,0.0000000
23.260,Completed,6,0.0000000,0.0000000
23.280,Completed,6,0.0000000,0.0000000
23.300,Completed,6,0.0000000,0.0000000
23.320,Completed,6,0.0000000,0.0000000
23.340,Completed,6,0.0000000,0.0000000
23.360,Completed,6,0.0000000,0.0000000
23.380,Completed,6,0.0000000,0.0000000
23.400,Completed,6,0.0000000,0.0000000
23.420,Completed,6,0.0000000,0.0000000
23.440,Completed,6,0.0000000,0.0000000
23.460,Completed,6,0.0000000,0.0000000
23.480,Completed,6,0.0000000,0.0000000
23.500,Completed,6,0.0000000,0.0000000
23.520,Completed,6,0.0000000,0.0000000
23.540,Completed,6,0.0000000,0.0000000
23.560,Completed,6,0.0000000,0.0000000
23.580,Completed,6,0.0000000,0.0000000
23.600,Completed,6,0.0000000,0.0000000
23.620,Completed,6,0.0000000,0.0000000
23.640,Completed,6,0.0000000,0.0000000
23.660,Completed,6,0.0000000,0.0000000
23.680,Completed,6,0.0000000,0.0000000
23.700,Completed,6,0.0000000,0.0000000
23.720,Completed,6,0.0000000,0.0000000
23.740,Completed,6,0.0000000,0.0000000
23.760,Completed,6,0.0000000,0.0000000
23.780,Completed,6,0.0000000,0.0000000
23.800,Completed,6,0.0000000,0.0000000
23.820,Completed,6,0.0000000,0.0000000
23.840,Completed,6,0.0000000,0.0000000
23.860,Completed,6,0.0000000,0.0000000
23.880,Completed,6,0.0000000,0.0000000
23.900,Completed,6,0.0000000,0.0000000
23.920,Completed,6,0.0000000,0.0000000
23.940,Completed,6,0.0000000,0.0000000
23.960,Completed,6,0.0000000,0.0000000
23.980,Completed,6,0.0000000,0.0000000
24.000,Completed,6,0.0000000,0.0000000
24.020,Completed,6,0.0000000,0.0000000
24.040,Completed,6,0.0000000,0.0000000
24.060,Completed,6,0.0000000,0.0000000
24.080,Completed,6,0.0000000,0.0000000
24.100,Completed,6,0.0000000,0.0000000
24.120,Completed,6,0.0000000,0.0000000
24.140,Completed,6,0.0000000,0.0000000
24.160,Completed,6,0.0000000,0.0000000
24.180,Completed,6,0.0000000,0.0000000
24.200,Completed,6,0.0000000,0.0000000
24.220,Completed,6,0.0000000,0.0000000
24.240,Completed,6,0.0000000,0.0000000
24.260,Completed,6,0.0000000,0.0000000
24.280,Completed,6,0.0000000,0.0000000
24.300,Completed,6,0.0000000,0.0000000
24.320,Completed,6,0.0000000,0.0000000
24.340,Completed,6,0.0000000,0.0000000
24.360,Completed,6,0.0000000,0.0000000
24.380,Completed,6,0.0000000,0.0000000
24.400,Completed,6,0.0000000,0.0000000
24.420,Completed,6,0.0000000,0.0000000
24.440,Completed,6,0.0000000,0.0000000
24.460,Completed,6,0.0000000,0.0000000
24.480,Completed,6,0.0000000,0.0000000
24.500,Completed,6,0.0000000,0.0000000
24.520,Completed,6,0.0000000,0.0000000
24.540,Completed,6,0.0000000,0.0000000
24.560,Completed,6,0.0000000,0.0000000
24.580,Completed,6,0.0000000,0.0000000
24.600,Completed,6,0.0000000,0.0000000
24.620,Completed,6,0.0000000,0.0000000
24.640,Completed,6,0.0000000,0.0000000
24.660,Completed,6,0.0000000,0.0000000
24.680,Completed,6,0.0000000,0.0000000
24.700,Completed,6,0.0000000,0.0000000
24.720,Completed,6,0.0000000,0.0000000
24.740,Completed,6,0.0000000,0.0000000
24.760,Completed,6,0.0000000,0.0000000
24.780,Completed,6,0.0000000,0.0000000
24.800,Completed,6,0.0000000,0.0000000
24.820,Completed,6,0.0000000,0.0000000
24.840,Completed,6,0.0000000,0.0000000
24.860,Completed,6,0.0000000,0.0000000
24.880,Completed,6,0.0000000,0.0000000
24.900,Completed,6,0.0000000,0.0000000
24.920,Completed,6,0.0000000,0.0000000
24.940,Completed,6,0.0000000,0.0000000
24.960,Completed,6,0.0000000,0.0000000
24.980,Completed,6,0.0000000,0.0000000
25.000,Completed,6,0.0000000,0.0000000
25.020,Completed,6,0.0000000,0.0000000
25.040,Completed,6,0.0000000,0.0000000
25.060,Completed,6,0.0000000,0.0000000
25.080,Completed,6,0.0000000,0.0000000
25.100,Completed,6,0.0000000,0.0000000
25.120,Completed,6,0.0000000,0.0000000
25.140,Completed,6,0.0000000,0.0000000
25.160,Completed,6,0.0000000,0.0000000
25.180,Completed,6,0.0000000,0.0000000
25.200,Completed,6,0.0000000,0.0000000
25.220,Completed,6,0.0000000,0.0000000
25.240,Completed,6,0.0000000,0.0000000
25.260,Completed,6,0.0000000,0.0000000
25.280,Completed,6,0.0000000,0.0000000
25.300,Completed,6,0.0000000,0.0000000
25.320,Completed,6,0.0000000,0.0000000
25.340,Completed,6,0.0000000,0.0000000
25.360,Completed,6,0.0000000,0.0000000
25.380,Completed,6,0.0000000,0.0000000
25.400,Completed,6,0.0000000,0.0000000
25.420,Completed,6,0.0000000,0.0000000
25.440,Completed,6,0.0000000,0.0000000
25.460,Completed,6,0.0000000,0.0000000
25.480,Completed,6,0.0000000,0.0000000
25.500,Completed,6,0.0000000,0.0000000
25.520,Completed,6,0.0000000,0.0000000
25.540,Completed,6,0.0000000,0.0000000
25.560,Completed,6,0.0000000,0.0000000
25.580,Completed,6,0.0000000,0.0000000
25.600,Completed,6,0.0000000,0.0000000
25.620,Completed,6,0.0000000,0.0000000
25.640,Completed,6,0.0000000,0.0000000
25.660,Completed,6,0.0000000,0.0000000
25.680,Completed,6,0.0000000,0.0000000
25.700,Completed,6,0.0000000,0.0000000
25.720,Completed,6,0.0000000,0.0000000
25.740,Completed,6,0.0000000,0.0000000
25.760,Completed,6,0.0000000,0.0000000
25.780,Completed,6,0.0000000,0.0000000
25.800,Completed,6,0.0000000,0.0000000
25.820,Completed,6,0.0000000,0.0000000
25.840,Completed,6,0.0000000,0.0000000
25.860,Completed,6,0.0000000,0.0000000
25.880,Completed,6,0.0000000,0.0000000
25.900,Completed,6,0.0000000,0.0000000
25.920,Completed,6,0.0000000,0.0000000
25.940,Completed,6,0.0000000,0.0000000
25.960,Completed,6,0.0000000,0.0000000
25.980,Completed,6,0.0000000,0.0000000
26.000,Completed,6,0.0000000,0.0000000
26.020,Completed,6,0.0000000,0.0000000
26.040,Completed,6,0.0000000,0.0000000
26.060,Completed,6,0.0000000,0.0000000
26.080,Completed,6,0.0000000,0.0000000
26.100,Completed,6,0.0000000,0.0000000
26.120,Completed,6,0.0000000,0.0000000
26.140,Completed,6,0.0000000,0.0000000
26.160,Completed,6,0.0000000,0.0000000
26.180,Completed,6,0.0000000,0.0000000
26.200,Completed,6,0.0000000,0.0000000
26.220,Completed,6,0.0000000,0.0000000
26.240,Completed,6,0.0000000,0.0000000
26.260,Completed,6,0.0000000,0.0000000
26.280,Completed,6,0.0000000,0.0000000
26.300,Completed,6,0.0000000,0.0000000
26.320,Completed,6,0.0000000,0.0000000
26.340,Completed,6,0.0000000,0.0000000
26.360,Completed,6,0.0000000,0.0000000
26.380,Completed,6,0.0000000,0.0000000
26.400,Completed,6,0.0000000,0.0000000
26.420,Completed,6,0.0000000,0.0000000
26.440,Completed,6,0.0000000,0.0000000
26.460,Completed,6,0.0000000,0.0000000
26.480,Completed,6,0.0000000,0.0000000
26.500,Completed,6,0.0000000,0.0000000
26.520,Completed,6,0.0000000,0.0000000
26.540,Completed,6,0.0000000,0.0000000
26.560,Completed,6,0.0000000,0.0000000
26.580,Completed,6,0.0000000,0.0000000
26.600,Completed,6,0.0000000,0.0000000
26.620,Completed,6,0.0000000,0.0000000
26.640,Completed,6,0.0000000,0.0000000
26.660,Completed,6,0.0000000,0.0000000
26.680,Completed,6,0.0000000,0.0000000
26.700,Completed,6,0.0000000,0.0000000
26.720,Completed,6,0.0000000,0.0000000
26.740,Completed,6,0.0000000,0.0000000
26.760,Completed,6,0.0000000,0.0000000
26.780,Completed,6,0.0000000,0.0000000
26.800,Completed,6,0.0000000,0.0000000
26.820,Completed,6,0.0000000,0.0000000
26.840,Completed,6,0.0000000,0.0000000
26.860,Completed,6,0.0000000,0.0000000
26.880,Completed,6,0.0000000,0.0000000
26.900,Completed,6,0.0000000,0.0000000
26.920,Completed,6,0.0000000,0.0000000
26.940,Completed,6,0.0000000,0.0000000
26.960,Completed,6,0.0000000,0.0000000
26.980,Completed,6,0.0000000,0.0000000
27.000,Completed,6,0.0000000,0.0000000
27.020,Completed,6,0.0000000,0.0000000
27.040,Completed,6,0.0000000,0.0000000
27.060,Completed,6,0.0000000,0.0000000
27.080,Completed,6,0.0000000,0.0000000
27.100,Completed,6,0.0000000,0.0000000
27.120,Completed,6,0.0000000,0.0000000
27.140,Completed,6,0.0000000,0.0000000
27.160,Completed,6,0.0000000,0.0000000
27.180,Completed,6,0.0000000,0.0000000
27.200,Completed,6,0.0000000,0.0000000
27.220,Completed,6,0.0000000,0.0000000
27.240,Completed,6,0.0000000,0.0000000
27.260,Completed,6,0.0000000,0.0000000
27.280,Completed,6,0.0000000,0.0000000
27.300,Completed,6,0.0000000,0.0000000
27.320,Completed,6,0.0000000,0.0000000
27.340,Completed,6,0.0000000,0.0000000
27.360,Completed,6,0.0000000,0.0000000
27.380,Completed,6,0.0000000,0.0000000
27.400,Completed,6,0.0000000,0.0000000
27.420,Completed,6,0.0000000,0.0000000
27.440,Completed,6,0.0000000,0.0000000
27.460,Completed,6,0.0000000,0.0000000
27.480,Completed,6,0.0000000,0.0000000
27.500,Completed,6,0.0000000,0.0000000
27.520,Completed,6,0.0000000,0.0000000
27.540,Completed,6,0.0000000,0.0000000
27.560,Completed,6,0.0000000,0.0000000
27.580,Completed,6,0.0000000,0.0000000
27.600,Completed,6,0.0000000,0.0000000
27.620,Completed,6,0.0000000,0.0000000
27.640,Completed,6,0.0000000,0.0000000
27.660,Completed,6,0.0000000,0.0000000
27.680,Completed,6,0.0000000,0.0000000
27.700,Completed,6,0.0000000,0.0000000
27.720,Completed,6,0.0000000,0.0000000
27.740,Completed,6,0.0000000,0.0000000
27.760,Completed,6,0.0000000,0.0000000
27.780,Completed,6,0.0000000,0.0000000
27.800,Completed,6,0.0000000,0.0000000
27.820,Completed,6,0.0000000,0.0000000
27.840,Completed,6,0.0000000,0.0000000
27.860,Completed,6,0.0000000,0.0000000
27.880,Completed,6,0.0000000,0.0000000
27.900,Completed,6,0.0000000,0.0000000
27.920,Completed,6,0.0000000,0.0000000
27.940,Completed,6,0.0000000,0.0000000
27.960,Completed,6,0.0000000,0.0000000
27.980,Completed,6,0.0000000,0.0000000
28.000,Completed,6,0.0000000,0.0000000
28.020,Completed,6,0.0000000,0.0000000
28.040,Completed,6,0.0000000,0.0000000
28.060,Completed,6,0.0000000,0.0000000
28.080,Completed,6,0.0000000,0.0000000
28.100,Completed,6,0.0000000,0.0000000
28.120,Completed,6,0.0000000,0.0000000
28.140,Completed,6,0.0000000,0.0000000
28.160,Completed,6,0.0000000,0.0000000
28.180,Completed,6,0.0000000,0.0000000
28.200,Completed,6,0.0000000,0.0000000
28.220,Completed,6,0.0000000,0.0000000
28.240,Completed,6,0.0000000,0.0000000
28.260,Completed,6,0.0000000,0.0000000
28.280,Completed,6,0.0000000,0.0000000
28.300,Completed,6,0.0000000,0.0000000
28.320,Completed,6,0.0000000,0.0000000
28.340,Completed,6,0.0000000,0.0000000
28.360,Completed,6,0.0000000,0.0000000
28.380,Completed,6,0.0000000,0.0000000
28.400,Completed,6,0.0000000,0.0000000
28.420,Completed,6,0.0000000,0.0000000
28.440,Completed,6,0.0000000,0.0000000
28.460,Completed,6,0.0000000,0.0000000
28.480,Completed,6,0.0000000,0.0000000
28.500,Completed,6,0.0000000,0.0000000
28.520,Completed,6,0.0000000,0.0000000
28.540,Completed,6,0.0000000,0.0000000
28.560,Completed,6,0.0000000,0.0000000
28.580,Completed,6,0.0000000,0.0000000
28.600,Completed,6,0.0000000,0.0000000
28.620,Completed,6,0.0000000,0.0000000
28.640,Completed,6,0.0000000,0.0000000
28.660,Completed,6,0.0000000,0.0000000
28.680,Completed,6,0.0000000,0.0000000
28.700,Completed,6,0.0000000,0.0000000
28.720,Completed,6,0.0000000,0.0000000
28.740,Completed,6,0.0000000,0.0000000
28.760,Completed,6,0.0000000,0.0000000
28.780,Completed,6,0.0000000,0.0000000
28.800,Completed,6,0.0000000,0.0000000
28.820,Completed,6,0.0000000,0.0000000
28.840,Completed,6,0.0000000,0.0000000
28.860,Completed,6,0.0000000,0.0000000
28.880,Completed,6,0.0000000,0.0000000
28.900,Completed,6,0.0000000,0.0000000
28.920,Completed,6,0.0000000,0.0000000
28.940,Completed,6,0.0000000,0.0000000
28.960,Completed,6,0.0000000,0.0000000
28.980,Completed,6,0.0000000,0.0000000
29.000,Completed,6,0.0000000,0.0000000
29.020,Completed,6,0.0000000,0.0000000
29.040,Completed,6,0.0000000,0.0000000
29.060,Completed,6,0.0000000,0.0000000
29.080,Completed,6,0.0000000,0.0000000
29.100,Completed,6,0.0000000,0.0000000
29.120,Completed,6,0.0000000,0.0000000
29.140,Completed,6,0.0000000,0.0000000
29.160,Completed,6,0.0000000,0.0000000
29.180,Completed,6,0.0000000,0.0000000
29.200,Completed,6,0.0000000,0.0000000
29.220,Completed,6,0.0000000,0.0000000
29.240,Completed,6,0.0000000,0.0000000
29.260,Completed,6,0.0000000,0.0000000
29.280,Completed,6,0.0000000,0.0000000
29.300,Completed,6,0.0000000,0.0000000
29.320,Completed,6,0.0000000,0.0000000
29.340,Completed,6,0.0000000,0.0000000
29.360,Completed,6,0.0000000,0.0000000
29.380,Completed,6,0.0000000,0.0000000
29.400,Completed,6,0.0000000,0.0000000
29.420,Completed,6,0.0000000,0.0000000
29.440,Completed,6,0.0000000,0.0000000
29.460,Completed,6,0.0000000,0.0000000
29.480,Completed,6,0.0000000,0.0000000
29.500,Completed,6,0.0000000,0.0000000
29.520,Completed,6,0.0000000,0.0000000
29.540,Completed,6,0.0000000,0.0000000
29.560,Completed,6,0.0000000,0.0000000
29.580,Completed,6,0.0000000,0.0000000
29.600,Completed,6,0.0000000,0.0000000
29.620,Completed,6,0.0000000,0.0000000
29.640,Completed,6,0.0000000,0.0000000
29.660,Completed,6,0.0000000,0.0000000
29.680,Completed,6,0.0000000,0.0000000
29.700,Completed,6,0.0000000,0.0000000
29.720,Completed,6,0.0000000,0.0000000
29.740,Completed,6,0.0000000,0.0000000
29.760,Completed,6,0.0000000,0.0000000
29.780,Completed,6,0.0000000,0.0000000
29.800,Completed,6,0.0000000,0.0000000
29.820,Completed,6,0.0000000,0.0000000
29.840,Completed,6,0.0000000,0.0000000
29.860,Completed,6,0.0000000,0.0000000
29.880,Completed,6,0.0000000,0.0000000
29.900,Completed,6,0.0000000,0.0000000
29.920,Completed,6,0.0000000,0.0000000
29.940,Completed,6,0.0000000,0.0000000
29.960,Completed,6,0.0000000,0.0000000
29.980,Completed,6,0.0000000,0.0000000
30.000,Completed,6,0.0000000,0.0000000
30.020,Completed,6,0.0000000,0.0000000
30.040,Completed,6,0.0000000,0.0000000
30.060,Completed,6,0.0000000,0.0000000
30.080,Completed,6,0.0000000,0.0000000
30.100,Completed,6,0.0000000,0.0000000
30.120,Completed,6,0.0000000,0.0000000
30.140,Completed,6,0.0000000,0.0000000
30.160,Completed,6,0.0000000,0.0000000
30.180,Completed,6,0.0000000,0.0000000
30.200,Completed,6,0.0000000,0.0000000
30.220,Completed,6,0.0000000,0.0000000
30.240,Completed,6,0.0000000,0.0000000
30.260,Completed,6,0.0000000,0.0000000
30.280,Completed,6,0.0000000,0.0000000
30.300,Completed,6,0.0000000,0.0000000
30.320,Completed,6,0.0000000,0.0000000
30.340,Completed,6,0.0000000,0.0000000
30.360,Completed,6,0.0000000,0.0000000
30.380,Completed,6,0.0000000,0.0000000
30.400,Completed,6,0.0000000,0.0000000
30.420,Completed,6,0.0000000,0.0000000
30.440,Completed,6,0.0000000,0.0000000
30.460,Completed,6,0.0000000,0.0000000
30.480,Completed,6,0.0000000,0.0000000
30.500,Completed,6,0.0000000,0.0000000
30.520,Completed,6,0.0000000,0.0000000
30.540,Completed,6,0.0000000,0.0000000
30.560,Completed,6,0.0000000,0.0000000
30.580,Completed,6,0.0000000,0.0000000
30.600,Completed,6,0.0000000,0.0000000
30.620,Completed,6,0.0000000,0.0000000
30.640,Completed,6,0.0000000,0.0000000
30.660,Completed,6,0.0000000,0.0000000
30.680,Completed,6,0.0000000,0.0000000
30.700,Completed,6,0.0000000,0.0000000
30.720,Completed,6,0.0000000,0.0000000
30.740,Completed,6,0.0000000,0.0000000
30.760,Completed,6,0.0000000,0.0000000
30.780,Completed,6,0.0000000,0.0000000
30.800,Completed,6,0.0000000,0.0000000
30.820,Completed,6,0.0000000,0.0000000
30.840,Completed,6,0.0000000,0.0000000
30.860,Completed,6,0.0000000,0.0000000
30.880,Completed,6,0.0000000,0.0000000
30.900,Completed,6,0.0000000,0.0000000
30.920,Completed,6,0.0000000,0.0000000
30.940,Completed,6,0.0000000,0.0000000
30.960,Completed,6,0.0000000,0.0000000
30.980,Completed,6,0.0000000,0.0000000
31.000,Completed,6,0.0000000,0.0000000
31.020,Completed,6,0.0000000,0.0000000
31.040,Completed,6,0.0000000,0.0000000
31.060,Completed,6,0.0000000,0.0000000
31.080,Completed,6,0.0000000,0.0000000
31.100,Completed,6,0.0000000,0.0000000
31.120,Completed,6,0.0000000,0.0000000
31.140,Completed,6,0.0000000,0.0000000
31.160,Completed,6,0.0000000,0.0000000
31.180,Completed,6,0.0000000,0.0000000
31.200,Completed,6,0.0000000,0.0000000
31.220,Completed,6,0.0000000,0.0000000
31.240,Completed,6,0.0000000,0.0000000
31.260,Completed,6,0.0000000,0.0000000
31.280,Completed,6,0.0000000,0.0000000
31.300,Completed,6,0.0000000,0.0000000
31.320,Completed,6,0.0000000,0.0000000
31.340,Completed,6,0.0000000,0.0000000
31.360,Completed,6,0.0000000,0.0000000
31.380,Completed,6,0.0000000,0.0000000
31.400,Completed,6,0.0000000,0.0000000
31.420,Completed,6,0.0000000,0.0000000
31.440,Completed,6,0.0000000,0.0000000
31.460,Completed,6,0.0000000,0.0000000
31.480,Completed,6,0.0000000,0.0000000
31.500,Completed,6,0.0000000,0.0000000
31.520,Completed,6,0.0000000,0.0000000
31.540,Completed,6,0.0000000,0.0000000
31.560,Completed,6,0.0000000,0.0000000
31.580,Completed,6,0.0000000,0.0000000
31.600,Completed,6,0.0000000,0.0000000
31.620,Completed,6,0.0000000,0.0000000
31.640,Completed,6,0.0000000,0.0000000
31.660,Completed,6,0.0000000,0.0000000
31.680,Completed,6,0.0000000,0.0000000
31.700,Completed,6,0.0000000,0.0000000
31.720,Completed,6,0.0000000,0.0000000
31.740,Completed,6,0.0000000,0.0000000
31.760,Completed,6,0.0000000,0.0000000
31.780,Completed,6,0.0000000,0.0000000
31.800,Completed,6,0.0000000,0.0000000
31.820,Completed,6,0.0000000,0.0000000
31.840,Completed,6,0.0000000,0.0000000
31.860,Completed,6,0.0000000,0.0000000
31.880,Completed,6,0.0000000,0.0000000
31.900,Completed,6,0.0000000,0.0000000
31.920,Completed,6,0.0000000,0.0000000
31.940,Completed,6,0.0000000,0.0000000
31.960,Completed,6,0.0000000,0.0000000
31.980,Completed,6,0.0000000,0.0000000
32.000,Completed,6,0.0000000,0.0000000
32.020,Completed,6,0.0000000,0.0000000
32.040,Completed,6,0.0000000,0.0000000
32.060,Completed,6,0.0000000,0.0000000
32.080,Completed,6,0.0000000,0.0000000
32.100,Completed,6,0.0000000,0.0000000
32.120,Completed,6,0.0000000,0.0000000
32.140,Completed,6,0.0000000,0.0000000
32.160,Completed,6,0.0000000,0.0000000
32.180,Completed,6,0.0000000,0.0000000
32.200,Completed,6,0.0000000,0.0000000
32.220,Completed,6,0.0000000,0.0000000
32.240,Completed,6,0.0000000,0.0000000
32.260,Completed,6,0.0000000,0.0000000
32.280,Completed,6,0.0000000,0.0000000
32.300,Completed,6,0.0000000,0.0000000
32.320,Completed,6,0.0000000,0.0000000
32.340,Completed,6,0.0000000,0.0000000
32.360,Completed,6,0.0000000,0.0000000
32.380,Completed,6,0.0000000,0.0000000
32.400,Completed,6,0.0000000,0.0000000
32.420,Completed,6,0.0000000,0.0000000
32.440,Completed,6,0.0000000,0.0000000
32.460,Completed,6,0.0000000,0.0000000
32.480,Completed,6,0.0000000,0.0000000
32.500,Completed,6,0.0000000,0.0000000
32.520,Completed,6,0.0000000,0.0000000
32.540,Completed,6,0.0000000,0.0000000
32.560,Completed,6,0.0000000,0.0000000
32.580,Completed,6,0.0000000,0.0000000
32.600,Completed,6,0.0000000,0.0000000
32.620,Completed,6,0.0000000,0.0000000
32.640,Completed,6,0.0000000,0.0000000
32.660,Completed,6,0.0000000,0.0000000
32.680,Completed,6,0.0000000,0.0000000
32.700,Completed,6,0.0000000,0.0000000
32.720,Completed,6,0.0000000,0.0000000
32.740,Completed,6,0.0000000,0.0000000
32.760,Completed,6,0.0000000,0.0000000
32.780,Completed,6,0.0000000,0.0000000
32.800,Completed,6,0.0000000,0.0000000
32.820,Completed,6,0.0000000,0.0000000
32.840,Completed,6,0.0000000,0.0000000
32.860,Completed,6,0.0000000,0.0000000
32.880,Completed,6,0.0000000,0.0000000
32.900,Completed,6,0.0000000,0.0000000
32.920,Completed,6,0.0000000,0.0000000
32.940,Completed,6,0.0000000,0.0000000
32.960,Completed,6,0.0000000,0.0000000
32.980,Completed,6,0.0000000,0.0000000
33.000,Completed,6,0.0000000,0.0000000
33.020,Completed,6,0.0000000,0.0000000
33.040,Completed,6,0.0000000,0.0000000
33.060,Completed,6,0.0000000,0.0000000
33.080,Completed,6,0.0000000,0.0000000
33.100,Completed,6,0.0000000,0.0000000
33.120,Completed,6,0.0000000,0.0000000
33.140,Completed,6,0.0000000,0.0000000
33.160,Completed,6,0.0000000,0.0000000
33.180,Completed,6,0.0000000,0.0000000
33.200,Completed,6,0.0000000,0.0000000
33.220,Completed,6,0.0000000,0.0000000
33.240,Completed,6,0.0000000,0.0000000
33.260,Completed,6,0.0000000,0.0000000
33.280,Completed,6,0.0000000,0.0000000
33.300,Completed,6,0.0000000,0.0000000
33.320,Completed,6,0.0000000,0.0000000
33.340,Completed,6,0.0000000,0.0000000
33.360,Completed,6,0.0000000,0.0000000
33.380,Completed,6,0.0000000,0.0000000
33.400,Completed,6,0.0000000,0.0000000
33.420,Completed,6,0.0000000,0.0000000
33.440,Completed,6,0.0000000,0.0000000
33.460,Completed,6,0.0000000,0.0000000
33.480,Completed,6,0.0000000,0.0000000
33.500,Completed,6,0.0000000,0.0000000
33.520,Completed,6,0.0000000,0.0000000
33.540,Completed,6,0.0000000,0.0000000
33.560,Completed,6,0.0000000,0.0000000
33.580,Completed,6,0.0000000,0.0000000
33.600,Completed,6,0.0000000,0.0000000
33.620,Completed,6,0.0000000,0.0000000
33.640,Completed,6,0.0000000,0.0000000
33.660,Completed,6,0.0000000,0.0000000
33.680,Completed,6,0.0000000,0.0000000
33.700,Completed,6,0.0000000,0.0000000
33.720,Completed,6,0.0000000,0.0000000
33.740,Completed,6,0.0000000,0.0000000
33.760,Completed,6,0.0000000,0.0000000
33.780,Completed,6,0.0000000,0.0000000
33.800,Completed,6,0.0000000,0.0000000
33.820,Completed,6,0.0000000,0.0000000
33.840,Completed,6,0.0000000,0.0000000
33.860,Completed,6,0.0000000,0.0000000
33.880,Completed,6,0.0000000,0.0000000
33.900,Completed,6,0.0000000,0.0000000
33.920,Completed,6,0.0000000,0.0000000
33.940,Completed,6,0.0000000,0.0000000
33.960,Completed,6,0.0000000,0.0000000
33.980,Completed,6,0.0000000,0.0000000
34.000,Completed,6,0.0000000,0.0000000
34.020,Completed,6,0.0000000,0.0000000
34.040,Completed,6,0.0000000,0.0000000
34.060,Completed,6,0.0000000,0.0000000
34.080,Completed,6,0.0000000,0.0000000
34.100,Completed,6,0.0000000,0.0000000
34.120,Completed,6,0.0000000,0.0000000
34.140,Completed,6,0.0000000,0.0000000
34.160,Completed,6,0.0000000,0.0000000
34.180,Completed,6,0.0000000,0.0000000
34.200,Completed,6,0.0000000,0.0000000
34.220,Completed,6,0.0000000,0.0000000
34.240,Completed,6,0.0000000,0.0000000
34.260,Completed,6,0.0000000,0.0000000
34.280,Completed,6,0.0000000,0.0000000
34.300,Completed,6,0.0000000,0.0000000
34.320,Completed,6,0.0000000,0.0000000
34.340,Completed,6,0.0000000,0.0000000
34.360,Completed,6,0.0000000,0.0000000
34.380,Completed,6,0.0000000,0.0000000
34.400,Completed,6,0.0000000,0.0000000
34.420,Completed,6,0.0000000,0.0000000
34.440,Completed,6,0.0000000,0.0000000
34.460,Completed,6,0.0000000,0.0000000
34.480,Completed,6,0.0000000,0.0000000
34.500,Completed,6,0.0000000,0.0000000
34.520,Completed,6,0.0000000,0.0000000
34.540,Completed,6,0.0000000,0.0000000
34.560,Completed,6,0.0000000,0.0000000
34.580,Completed,6,0.0000000,0.0000000
34.600,Completed,6,0.0000000,0.0000000
34.620,Completed,6,0.0000000,0.0000000
34.640,Completed,6,0.0000000,0.0000000
34.660,Completed,6,0.0000000,0.0000000
34.680,Completed,6,0.0000000,0.0000000
34.700,Completed,6,0.0000000,0.0000000
34.720,Completed,6,0.0000000,0.0000000
34.740,Completed,6,0.0000000,0.0000000
34.760,Completed,6,0.0000000,0.0000000
34.780,Completed,6,0.0000000,0.0000000
34.800,Completed,6,0.0000000,0.0000000
34.820,Completed,6,0.0000000,0.0000000
34.840,Completed,6,0.0000000,0.0000000
34.860,Completed,6,0.0000000,0.0000000
34.880,Completed,6,0.0000000,0.0000000
34.900,Completed,6,0.0000000,0.0000000
34.920,Completed,6,0.0000000,0.0000000
34.940,Completed,6,0.0000000,0.0000000
34.960,Completed,6,0.0000000,0.0000000
34.980,Completed,6,0.0000000,0.0000000
35.000,Completed,6,0.0000000,0.0000000
35.020,Completed,6,0.0000000,0.0000000
35.040,Completed,6,0.0000000,0.0000000
35.060,Completed,6,0.0000000,0.0000000
35.080,Completed,6,0.0000000,0.0000000
35.100,Completed,6,0.0000000,0.0000000
35.120,Completed,6,0.0000000,0.0000000
35.140,Completed,6,0.0000000,0.0000000
35.160,Completed,6,0.0000000,0.0000000
35.180,Completed,6,0.0000000,0.0000000
35.200,Completed,6,0.0000000,0.0000000
35.220,Completed,6,0.0000000,0.0000000
35.240,Completed,6,0.0000000,0.0000000
35.260,Completed,6,0.0000000,0.0000000
